CID;Tipo;BTS Name;Direccion;Latitud;Gra;Min;Seg;Longitud;Gra;Min;Seg;Altura;Vector;Tilt;Region
304;GSM;BOG.Usaquen-1_A;Calle 121 No. 9 - 37;4,698220000;4;41;53,59;-74,032500000;-74;1;57,00;20;355;3;Oriente
305;GSM;BOG.Usaquen-1_B;Calle 121 No. 9 - 37;4,698220000;4;41;53,59;-74,032500000;-74;1;57,00;20;110;5;Oriente
306;GSM;BOG.Usaquen-1_C;Calle 121 No. 9 - 37;4,698220000;4;41;53,59;-74,032500000;-74;1;57,00;19;200;2;Oriente
311;GSM;BOG.Garces Navas_1;Carrera 105A No. 76C - 06;4,713310000;4;42;47,92;-74,116500000;-74;6;59,40;27;30;7;Oriente
312;GSM;BOG.Garces Navas_2;Carrera 105A No. 76C - 06;4,713310000;4;42;47,92;-74,116500000;-74;6;59,40;27;120;7;Oriente
313;GSM;BOG.Garces Navas_3;Carrera 105A No. 76C - 06;4,713310000;4;42;47,92;-74,116500000;-74;6;59,40;32;245;10;Oriente
314;GSM;BOG.Garces Navas_A;Carrera 105A No. 76C - 06;4,713310000;4;42;47,92;-74,116500000;-74;6;59,40;27;30;4;Oriente
315;GSM;BOG.Garces Navas_B;Carrera 105A No. 76C - 06;4,713310000;4;42;47,92;-74,116500000;-74;6;59,40;27;120;5;Oriente
316;GSM;BOG.Garces Navas_C;Carrera 105A No. 76C - 06;4,713310000;4;42;47,92;-74,116500000;-74;6;59,40;32;245;6;Oriente
321;GSM;BOG.Metropolis_1;Calle 73 No. 52 - 42;4,676010000;4;40;33,64;-74,082100000;-74;4;55,56;25;20;5;Oriente
322;GSM;BOG.Metropolis_2;Calle 73 No. 52 - 42;4,676010000;4;40;33,64;-74,082100000;-74;4;55,56;25;0;9;Oriente
323;GSM;BOG.Metropolis_3;Calle 73 No. 52 - 42;4,676010000;4;40;33,64;-74,082100000;-74;4;55,56;25;250;7;Oriente
324;GSM;BOG.Metropolis_A;Calle 73 No. 52 - 42;4,676010000;4;40;33,64;-74,082100000;-74;4;55,56;25;20;4;Oriente
325;GSM;BOG.Metropolis_B;Calle 73 No. 52 - 42;4,676010000;4;40;33,64;-74,082100000;-74;4;55,56;25;0;7;Oriente
326;GSM;BOG.Metropolis_C;Calle 73 No. 52 - 42;4,676010000;4;40;33,64;-74,082100000;-74;4;55,56;25;250;6;Oriente
331;GSM;BOG.Niza_1;Calle 127B No. 55 - 41;4,713250000;4;42;47,70;-74,073900000;-74;4;26,04;32;335;2;Oriente
332;GSM;BOG.Niza_2;Calle 127B No. 55 - 41;4,713250000;4;42;47,70;-74,073900000;-74;4;26,04;32;110;5;Oriente
333;GSM;BOG.Niza_3;Calle 127B No. 55 - 41;4,713250000;4;42;47,70;-74,073900000;-74;4;26,04;30;290;5;Oriente
334;GSM;BOG.Niza_A;Calle 127B No. 55 - 41;4,713250000;4;42;47,70;-74,073900000;-74;4;26,04;32;335;4;Oriente
335;GSM;BOG.Niza_B;Calle 127B No. 55 - 41;4,713250000;4;42;47,70;-74,073900000;-74;4;26,04;32;110;2;Oriente
336;GSM;BOG.Niza_C;Calle 127B No. 55 - 41;4,713250000;4;42;47,70;-74,073900000;-74;4;26,04;30;290;5;Oriente
341;GSM;BOG.Calle 92_1;Calle 92 No. 21 - 72 Edificio Rosas;4,678800000;4;40;43,68;-74,057100000;-74;3;25,56;19;40;6;Oriente
342;GSM;BOG.Calle 92_2;Calle 92 No. 21 - 72 Edificio Rosas;4,678800000;4;40;43,68;-74,057100000;-74;3;25,56;25;145;6;Oriente
343;GSM;BOG.Calle 92_3;Calle 92 No. 21 - 72 Edificio Rosas;4,678800000;4;40;43,68;-74,057100000;-74;3;25,56;19;315;6;Oriente
344;GSM;BOG.Calle 92_A;Calle 92 No. 21 - 72 Edificio Rosas;4,678800000;4;40;43,68;-74,057100000;-74;3;25,56;19;40;4;Oriente
345;GSM;BOG.Calle 92_B;Calle 92 No. 21 - 72 Edificio Rosas;4,678800000;4;40;43,68;-74,057100000;-74;3;25,56;25;145;5;Oriente
346;GSM;BOG.Calle 92_C;Calle 92 No. 21 - 72 Edificio Rosas;4,678800000;4;40;43,68;-74,057100000;-74;3;25,56;19;315;4;Oriente
351;GSM;BOG.Molinos Norte_1;Carrera 15 No. 101 - 31;4,686320000;4;41;10,75;-74,047300000;-74;2;50,28;14;50;6;Oriente
352;GSM;BOG.Molinos Norte_2;Carrera 15 No. 101 - 31;4,686320000;4;41;10,75;-74,047300000;-74;2;50,28;17;170;4;Oriente
353;GSM;BOG.Molinos Norte_3;Carrera 15 No. 101 - 31;4,686320000;4;41;10,75;-74,047300000;-74;2;50,28;16;310;5;Oriente
354;GSM;BOG.Molinos Norte_A;Carrera 15 No. 101 - 31;4,686320000;4;41;10,75;-74,047300000;-74;2;50,28;14;50;6;Oriente
355;GSM;BOG.Molinos Norte_B;Carrera 15 No. 101 - 31;4,686320000;4;41;10,75;-74,047300000;-74;2;50,28;17;170;4;Oriente
356;GSM;BOG.Molinos Norte_C;Carrera 15 No. 101 - 31;4,686320000;4;41;10,75;-74,047300000;-74;2;50,28;16;310;5;Oriente
361;GSM;BOG.Chico Norte_1;Carrera 14 No. 98 - 73;4,683380000;4;41;0,17;-74,047800000;-74;2;52,08;21,5;35;7;Oriente
362;GSM;BOG.Chico Norte_2;Carrera 14 No. 98 - 73;4,683380000;4;41;0,17;-74,047800000;-74;2;52,08;20;125;6;Oriente
363;GSM;BOG.Chico Norte_3;Carrera 14 No. 98 - 73;4,683380000;4;41;0,17;-74,047800000;-74;2;52,08;23,5;260;7;Oriente
364;GSM;BOG.Chico Norte_A;Carrera 14 No. 98 - 73;4,683380000;4;41;0,17;-74,047800000;-74;2;52,08;21,5;35;5;Oriente
365;GSM;BOG.Chico Norte_B;Carrera 14 No. 98 - 73;4,683380000;4;41;0,17;-74,047800000;-74;2;52,08;20;125;5;Oriente
366;GSM;BOG.Chico Norte_C;Carrera 14 No. 98 - 73;4,683380000;4;41;0,17;-74,047800000;-74;2;52,08;23,5;260;6;Oriente
371;GSM;BOG.Paseo Bolivar_1;Transversal 4a. No. 83 - 95;4,663222222;4;39;47,60;-74,047166670;-74;2;49,80;22;30;11;Oriente
372;GSM;BOG.Paseo Bolivar_2;Transversal 4a. No. 83 - 95;4,663222222;4;39;47,60;-74,047166670;-74;2;49,80;22;165;6;Oriente
373;GSM;BOG.Paseo Bolivar_3;Transversal 4a. No. 83 - 95;4,663222222;4;39;47,60;-74,047166670;-74;2;49,80;22;90;1;Oriente
374;GSM;BOG.Paseo Bolivar_A;Transversal 4a. No. 83 - 95;4,663222222;4;39;47,60;-74,047166670;-74;2;49,80;22;30;9;Oriente
375;GSM;BOG.Paseo Bolivar_B;Transversal 4a. No. 83 - 95;4,663222222;4;39;47,60;-74,047166670;-74;2;49,80;22;165;4;Oriente
376;GSM;BOG.Paseo Bolivar_C;Transversal 4a. No. 83 - 95;4,663222222;4;39;47,60;-74,047166670;-74;2;49,80;22;90;1;Oriente
381;GSM;BOG.Diagonal 76_1;Avenida Circunvalar No. 77 - 60;4,657540000;4;39;27,14;-74,048100000;-74;2;53,16;10;45;10;Oriente
382;GSM;BOG.Diagonal 76_2;Avenida Circunvalar No. 77 - 60;4,657540000;4;39;27,14;-74,048100000;-74;2;53,16;10;350;10;Oriente
384;GSM;BOG.Diagonal 76_A;Avenida Circunvalar No. 77 - 60;4,657540000;4;39;27,14;-74,048100000;-74;2;53,16;10;45;10;Oriente
385;GSM;BOG.Diagonal 76_B;Avenida Circunvalar No. 77 - 60;4,657540000;4;39;27,14;-74,048100000;-74;2;53,16;10;350;10;Oriente
391;GSM;BOG.Bellavista_1;Calle 72 No. 4 - 73/85;4,654150000;4;39;14,94;-74,053620000;-74;3;13,03;28;20;4;Oriente
392;GSM;BOG.Bellavista_2;Calle 72 No. 4 - 73/85;4,654150000;4;39;14,94;-74,053620000;-74;3;13,03;30;140;8;Oriente
393;GSM;BOG.Bellavista_3;Calle 72 No. 4 - 73/85;4,654150000;4;39;14,94;-74,053620000;-74;3;13,03;24;300;0;Oriente
394;GSM;BOG.Bellavista_A;Calle 72 No. 4 - 73/85;4,654150000;4;39;14,94;-74,053620000;-74;3;13,03;28;20;4;Oriente
395;GSM;BOG.Bellavista_B;Calle 72 No. 4 - 73/85;4,654150000;4;39;14,94;-74,053620000;-74;3;13,03;30;140;8;Oriente
396;GSM;BOG.Bellavista_C;Calle 72 No. 4 - 73/85;4,654150000;4;39;14,94;-74,053620000;-74;3;13,03;24;300;0;Oriente
401;GSM;BOG.Los Cerros_1;Calle 74 No. 1 - 85;4,654600000;4;39;16,56;-74,050810000;-74;3;2,92;30;80;7;Oriente
402;GSM;BOG.Los Cerros_2;Calle 74 No. 1 - 85;4,654600000;4;39;16,56;-74,050810000;-74;3;2,92;30;190;7;Oriente
404;GSM;BOG.Los Cerros_A;Calle 74 No. 1 - 85;4,654600000;4;39;16,56;-74,050810000;-74;3;2,92;30;80;5;Oriente
405;GSM;BOG.Los Cerros_B;Calle 74 No. 1 - 85;4,654600000;4;39;16,56;-74,050810000;-74;3;2,92;30;190;4;Oriente
411;GSM;BOG.Granada_1;Carrera 2 E No. 70A - 47;4,650400000;4;39;1,44;-74,049700000;-74;2;58,92;26;40;8;Oriente
412;GSM;BOG.Granada_2;Carrera 2 E No. 70A - 47;4,650400000;4;39;1,44;-74,049700000;-74;2;58,92;26;195;11;Oriente
414;GSM;BOG.Granada_A;Carrera 2 E No. 70A - 47;4,650400000;4;39;1,44;-74,049700000;-74;2;58,92;26;40;8;Oriente
415;GSM;BOG.Granada_B;Carrera 2 E No. 70A - 47;4,650400000;4;39;1,44;-74,049700000;-74;2;58,92;26;195;0;Oriente
421;GSM;BOG.Redil_1;Calle 180 No. 31 - 68;4,756640000;4;45;23,90;-74,030300000;-74;1;49,08;16;20;7;Oriente
422;GSM;BOG.Redil_2;Calle 180 No. 31 - 68;4,756640000;4;45;23,90;-74,030300000;-74;1;49,08;16;160;7;Oriente
423;GSM;BOG.Redil_3;Calle 180 No. 31 - 68;4,756640000;4;45;23,90;-74,030300000;-74;1;49,08;16;250;5;Oriente
424;GSM;BOG.Redil_A;Calle 180 No. 31 - 68;4,756640000;4;45;23,90;-74,030300000;-74;1;49,08;16;20;4;Oriente
425;GSM;BOG.Redil_B;Calle 180 No. 31 - 68;4,756640000;4;45;23,90;-74,030300000;-74;1;49,08;25;160;4;Oriente
426;GSM;BOG.Redil_C;Calle 180 No. 31 - 68;4,756640000;4;45;23,90;-74,030300000;-74;1;49,08;16;250;2;Oriente
431;GSM;BOG.Minuto_1;Carrera 74 No. 80 - 57;4,697330000;4;41;50,39;-74,091400000;-74;5;29,04;30;60;9;Oriente
432;GSM;BOG.Minuto_2;Carrera 74 No. 80 - 57;4,697330000;4;41;50,39;-74,091400000;-74;5;29,04;36;135;9;Oriente
433;GSM;BOG.Minuto_3;Carrera 74 No. 80 - 57;4,697330000;4;41;50,39;-74,091400000;-74;5;29,04;36;210;10;Oriente
434;GSM;BOG.Minuto_A;Carrera 74 No. 80 - 57;4,697330000;4;41;50,39;-74,091400000;-74;5;29,04;36;60;8;Oriente
435;GSM;BOG.Minuto_B;Carrera 74 No. 80 - 57;4,697330000;4;41;50,39;-74,091400000;-74;5;29,04;36;135;7;Oriente
436;GSM;BOG.Minuto_C;Carrera 74 No. 80 - 57;4,697330000;4;41;50,39;-74,091400000;-74;5;29,04;36;210;8;Oriente
437;GSM;BOG.Minuto_4;Carrera 74 No. 80 - 57;4,697330000;4;41;50,39;-74,091400000;-74;5;29,04;27;110;10;Oriente
438;GSM;BOG.Minuto_D;Carrera 74 No. 80 - 57;4,697330000;4;41;50,39;-74,091400000;-74;5;29,04;30;40;12;Oriente
441;GSM;BOG.Colombia_1;Calle 71 No. 19 - 59;4,659750000;4;39;35,10;-74,065500000;-74;3;55,80;30;20;8;Oriente
442;GSM;BOG.Colombia_2;Calle 71 No. 19 - 59;4,659750000;4;39;35,10;-74,065500000;-74;3;55,80;25;110;8;Oriente
443;GSM;BOG.Colombia_3;Calle 71 No. 19 - 59;4,659750000;4;39;35,10;-74,065500000;-74;3;55,80;30;230;7;Oriente
444;GSM;BOG.Colombia_A;Calle 71 No. 19 - 59;4,659750000;4;39;35,10;-74,065500000;-74;3;55,80;30;20;6;Oriente
445;GSM;BOG.Colombia_B;Calle 71 No. 19 - 59;4,659750000;4;39;35,10;-74,065500000;-74;3;55,80;25;110;8;Oriente
446;GSM;BOG.Colombia_C;Calle 71 No. 19 - 59;4,659750000;4;39;35,10;-74,065500000;-74;3;55,80;30;230;7;Oriente
451;GSM;BOG.Umb_1;Transversal 1A Este No.58 - 93 Edificio Wompo;4,642700000;4;38;33,72;-74,057000000;-74;3;25,20;3;75;7;Oriente
454;GSM;BOG.Umb_A;Transversal 1A Este No.58 - 93 Edificio Wompo;4,642700000;4;38;33,72;-74,057000000;-74;3;25,20;3;75;4;Oriente
461;GSM;BOG.Margaritas_1;Diagonal 148 No. 34 - 83;4,730550000;4;43;49,98;-74,047000000;-74;2;49,20;26;10;6;Oriente
462;GSM;BOG.Margaritas_2;Diagonal 148 No. 34 - 83;4,730550000;4;43;49,98;-74,047000000;-74;2;49,20;23;145;6;Oriente
463;GSM;BOG.Margaritas_3;Diagonal 148 No. 34 - 83;4,730550000;4;43;49,98;-74,047000000;-74;2;49,20;30;235;6;Oriente
464;GSM;BOG.Margaritas_A;Diagonal 148 No. 34 - 83;4,730550000;4;43;49,98;-74,047000000;-74;2;49,20;26;10;4;Oriente
465;GSM;BOG.Margaritas_B;Diagonal 148 No. 34 - 83;4,730550000;4;43;49,98;-74,047000000;-74;2;49,20;23;145;3;Oriente
466;GSM;BOG.Margaritas_C;Diagonal 148 No. 34 - 83;4,730550000;4;43;49,98;-74,047000000;-74;2;49,20;30;235;4;Oriente
471;GSM;BOG.Cedros_1;Calle 141 No. 15 - 82 Edificio Pinar de Belmira;4,718720000;4;43;7,39;-74,031940000;-74;1;54,98;23;0;5;Oriente
472;GSM;BOG.Cedros_2;Calle 141 No. 15 - 82 Edificio Pinar de Belmira;4,718720000;4;43;7,39;-74,031940000;-74;1;54,98;21;100;0;Oriente
473;GSM;BOG.Cedros_3;Calle 141 No. 15 - 82 Edificio Pinar de Belmira;4,718720000;4;43;7,39;-74,031940000;-74;1;54,98;24;240;4;Oriente
474;GSM;BOG.Cedros_A;Calle 141 No. 15 - 82 Edificio Pinar de Belmira;4,718720000;4;43;7,39;-74,031940000;-74;1;54,98;23;0;2;Oriente
475;GSM;BOG.Cedros_B;Calle 141 No. 15 - 82 Edificio Pinar de Belmira;4,718720000;4;43;7,39;-74,031940000;-74;1;54,98;21;100;0;Oriente
476;GSM;BOG.Cedros_C;Calle 141 No. 15 - 82 Edificio Pinar de Belmira;4,718720000;4;43;7,39;-74,031940000;-74;1;54,98;24;240;1;Oriente
481;GSM;BOG.Gaitan_1;Diagonal 81 No. 45 - 10;4,674982000;4;40;29,94;-74,074854000;-74;4;29,47;15;25;6;Oriente
482;GSM;BOG.Gaitan_2;Diagonal 81 No. 45 - 10;4,674982000;4;40;29,94;-74,074854000;-74;4;29,47;15;125;6;Oriente
483;GSM;BOG.Gaitan_3;Diagonal 81 No. 45 - 10;4,674982000;4;40;29,94;-74,074854000;-74;4;29,47;15;240;7;Oriente
484;GSM;BOG.Gaitan_A;Diagonal 81 No. 45 - 10;4,674982000;4;40;29,94;-74,074854000;-74;4;29,47;15;25;5;Oriente
485;GSM;BOG.Gaitan_B;Diagonal 81 No. 45 - 10;4,674982000;4;40;29,94;-74,074854000;-74;4;29,47;15;125;5;Oriente
486;GSM;BOG.Gaitan_C;Diagonal 81 No. 45 - 10;4,674982000;4;40;29,94;-74,074854000;-74;4;29,47;15;240;5;Oriente
491;GSM;BOG.Las Ferias-1_1;Calle 77 No. 69H Esquina;4,685910000;4;41;9,28;-74,085600000;-74;5;8,16;17;10;7;Oriente
492;GSM;BOG.Las Ferias-1_2;Calle 77 No. 69H Esquina;4,685910000;4;41;9,28;-74,085600000;-74;5;8,16;17;110;5;Oriente
493;GSM;BOG.Las Ferias-1_3;Calle 77 No. 69H Esquina;4,685910000;4;41;9,28;-74,085600000;-74;5;8,16;17;230;4;Oriente
494;GSM;BOG.Las Ferias-1_A;Calle 77 No. 69H Esquina;4,685910000;4;41;9,28;-74,085600000;-74;5;8,16;17;10;5;Oriente
495;GSM;BOG.Las Ferias-1_B;Calle 77 No. 69H Esquina;4,685910000;4;41;9,28;-74,085600000;-74;5;8,16;17;110;4;Oriente
496;GSM;BOG.Las Ferias-1_C;Calle 77 No. 69H Esquina;4,685910000;4;41;9,28;-74,085600000;-74;5;8,16;17;230;3;Oriente
501;GSM;BOG.San Nicolas_1;Transversal 54 No. 110 - 38 Edificio Calle 111;4,698720000;4;41;55,39;-74,073700000;-74;4;25,32;14;340;6;Oriente
502;GSM;BOG.San Nicolas_2;Transversal 54 No. 110 - 38 Edificio Calle 111;4,698720000;4;41;55,39;-74,073700000;-74;4;25,32;14;170;7;Oriente
503;GSM;BOG.San Nicolas_3;Transversal 54 No. 110 - 38 Edificio Calle 111;4,698720000;4;41;55,39;-74,073700000;-74;4;25,32;14;250;6;Oriente
504;GSM;BOG.San Nicolas_A;Transversal 54 No. 110 - 38 Edificio Calle 111;4,698720000;4;41;55,39;-74,073700000;-74;4;25,32;14;340;4;Oriente
505;GSM;BOG.San Nicolas_B;Transversal 54 No. 110 - 38 Edificio Calle 111;4,698720000;4;41;55,39;-74,073700000;-74;4;25,32;14;170;4;Oriente
506;GSM;BOG.San Nicolas_C;Transversal 54 No. 110 - 38 Edificio Calle 111;4,698720000;4;41;55,39;-74,073700000;-74;4;25,32;14;250;4;Oriente
511;GSM;BOG.Unicentro-1_1;Avenida 15 No. 124 - 03 Edificio Las Arcadas;4,702730000;4;42;9,83;-74,043130000;-74;2;35,27;21;353;4;Oriente
512;GSM;BOG.Unicentro-1_2;Avenida 15 No. 124 - 03 Edificio Las Arcadas;4,702730000;4;42;9,83;-74,043130000;-74;2;35,27;21;130;3;Oriente
513;GSM;BOG.Unicentro-1_3;Avenida 15 No. 124 - 03 Edificio Las Arcadas;4,702730000;4;42;9,83;-74,043130000;-74;2;35,27;21;240;5;Oriente
514;GSM;BOG.Unicentro-1_A;Avenida 15 No. 124 - 03 Edificio Las Arcadas;4,702730000;4;42;9,83;-74,043130000;-74;2;35,27;21;353;2;Oriente
515;GSM;BOG.Unicentro-1_B;Avenida 15 No. 124 - 03 Edificio Las Arcadas;4,702730000;4;42;9,83;-74,043130000;-74;2;35,27;21;130;1;Oriente
516;GSM;BOG.Unicentro-1_C;Avenida 15 No. 124 - 03 Edificio Las Arcadas;4,702730000;4;42;9,83;-74,043130000;-74;2;35,27;21;240;3;Oriente
521;GSM;BOG.Andino-2_1;Avenida 82 No. 12 - 18 Edificio Interbolsa;4,668160000;4;40;5,38;-74,053000000;-74;3;10,80;24;40;7;Oriente
522;GSM;BOG.Andino-2_2;Avenida 82 No. 12 - 18 Edificio Interbolsa;4,668160000;4;40;5,38;-74,053000000;-74;3;10,80;25;180;9;Oriente
523;GSM;BOG.Andino-2_3;Avenida 82 No. 12 - 18 Edificio Interbolsa;4,668160000;4;40;5,38;-74,053000000;-74;3;10,80;24;300;7;Oriente
524;GSM;BOG.Andino-2_A;Avenida 82 No. 12 - 18 Edificio Interbolsa;4,668160000;4;40;5,38;-74,053000000;-74;3;10,80;24;40;6;Oriente
525;GSM;BOG.Andino-2_B;Avenida 82 No. 12 - 18 Edificio Interbolsa;4,668160000;4;40;5,38;-74,053000000;-74;3;10,80;25;180;8;Oriente
526;GSM;BOG.Andino-2_C;Avenida 82 No. 12 - 18 Edificio Interbolsa;4,668160000;4;40;5,38;-74,053000000;-74;3;10,80;24;300;6;Oriente
531;GSM;BOG.Metropolitan_1;Calle 76 No. 2 - 68 Este;4,656030000;4;39;21,71;-74,045700000;-74;2;44,52;8;200;0;Oriente
534;GSM;BOG.Metropolitan_A;Calle 76 No. 2 - 68 Este;4,656030000;4;39;21,71;-74,045700000;-74;2;44,52;8;200;0;Oriente
541;GSM;BOG.Calle 100_1;Granada;4,683450000;4;41;0,42;-74,041600000;-74;2;29,76;17;10;6;Oriente
542;GSM;BOG.Calle 100_2;Granada;4,683450000;4;41;0,42;-74,041600000;-74;2;29,76;17;165;6;Oriente
543;GSM;BOG.Calle 100_3;Granada;4,683450000;4;41;0,42;-74,041600000;-74;2;29,76;17;235;7;Oriente
544;GSM;BOG.Calle 100_A;Granada;4,683450000;4;41;0,42;-74,041600000;-74;2;29,76;17;10;5;Oriente
545;GSM;BOG.Calle 100_B;Granada;4,683450000;4;41;0,42;-74,041600000;-74;2;29,76;17;165;5;Oriente
546;GSM;BOG.Calle 100_C;Granada;4,683450000;4;41;0,42;-74,041600000;-74;2;29,76;17;235;6;Oriente
551;GSM;BOG.Navarra-1_1;Diagonal 115 No. 34 - 66;4,699516000;4;41;58,26;-74,057059000;-74;3;25,41;1;110;4;Oriente
552;GSM;BOG.Navarra-1_2;Diagonal 115 No. 34 - 66;4,699516000;4;41;58,26;-74,057059000;-74;3;25,41;1;230;6;Oriente
553;GSM;BOG.Navarra-1_3;Diagonal 115 No. 34 - 66;4,699516000;4;41;58,26;-74,057059000;-74;3;25,41;1;340;7;Oriente
554;GSM;BOG.Navarra-1_A;Diagonal 115 No. 34 - 66;4,699516000;4;41;58,26;-74,057059000;-74;3;25,41;0;110;8;Oriente
555;GSM;BOG.Navarra-1_B;Diagonal 115 No. 34 - 66;4,699516000;4;41;58,26;-74,057059000;-74;3;25,41;0;230;6;Oriente
556;GSM;BOG.Navarra-1_C;Diagonal 115 No. 34 - 66;4,699516000;4;41;58,26;-74,057059000;-74;3;25,41;0;340;7;Oriente
561;GSM;BOG.La Magdalena_1;Calle 39 No. 14 - 52;4,627050000;4;37;37,38;-74,069400000;-74;4;9,84;15;100;14;Oriente
562;GSM;BOG.La Magdalena_2;Calle 39 No. 14 - 52;4,627050000;4;37;37,38;-74,069400000;-74;4;9,84;13;185;7;Oriente
563;GSM;BOG.La Magdalena_3;Calle 39 No. 14 - 52;4,627050000;4;37;37,38;-74,069400000;-74;4;9,84;11;255;14;Oriente
564;GSM;BOG.La Magdalena_A;Calle 39 No. 14 - 52;4,627050000;4;37;37,38;-74,069400000;-74;4;9,84;15;100;8;Oriente
565;GSM;BOG.La Magdalena_B;Calle 39 No. 14 - 52;4,627050000;4;37;37,38;-74,069400000;-74;4;9,84;13;185;6;Oriente
566;GSM;BOG.La Magdalena_C;Calle 39 No. 14 - 52;4,627050000;4;37;37,38;-74,069400000;-74;4;9,84;11;255;8;Oriente
571;GSM;BOG.Heroes-1_1;Calle 80 No. 19 - 33;4,667700000;4;40;3,72;-74,059600000;-74;3;34,56;26;0;7;Oriente
572;GSM;BOG.Heroes-1_2;Calle 80 No. 19 - 33;4,667700000;4;40;3,72;-74,059600000;-74;3;34,56;26;110;7;Oriente
573;GSM;BOG.Heroes-1_3;Calle 80 No. 19 - 33;4,667700000;4;40;3,72;-74,059600000;-74;3;34,56;26;215;7;Oriente
574;GSM;BOG.Heroes-1_A;Calle 80 No. 19 - 33;4,667700000;4;40;3,72;-74,059600000;-74;3;34,56;26;0;6;Oriente
575;GSM;BOG.Heroes-1_B;Calle 80 No. 19 - 33;4,667700000;4;40;3,72;-74,059600000;-74;3;34,56;26;110;7;Oriente
576;GSM;BOG.Heroes-1_C;Calle 80 No. 19 - 33;4,667700000;4;40;3,72;-74,059600000;-74;3;34,56;26;215;6;Oriente
581;GSM;BOG.Calle 82_1;Carrera 9 No. 81 - 26/48;4,664410000;4;39;51,88;-74,051200000;-74;3;4,32;29,83;50;7;Oriente
582;GSM;BOG.Calle 82_2;Carrera 9 No. 81 - 26/48;4,664410000;4;39;51,88;-74,051200000;-74;3;4,32;29,83;145;7;Oriente
583;GSM;BOG.Calle 82_3;Carrera 9 No. 81 - 26/48;4,664410000;4;39;51,88;-74,051200000;-74;3;4,32;29,83;240;6;Oriente
584;GSM;BOG.Calle 82_A;Carrera 9 No. 81 - 26/48;4,664410000;4;39;51,88;-74,051200000;-74;3;4,32;29,83;50;6;Oriente
585;GSM;BOG.Calle 82_B;Carrera 9 No. 81 - 26/48;4,664410000;4;39;51,88;-74,051200000;-74;3;4,32;29,83;145;4;Oriente
586;GSM;BOG.Calle 82_C;Carrera 9 No. 81 - 26/48;4,664410000;4;39;51,88;-74,051200000;-74;3;4,32;29,83;240;5;Oriente
591;GSM;BOG.Av Chile_1;Carrera 12 No. 71 - 53;4,657340000;4;39;26,42;-74,060360000;-74;3;37,30;26;120;7;Oriente
592;GSM;BOG.Av Chile_2;Carrera 12 No. 71 - 53;4,657340000;4;39;26,42;-74,060360000;-74;3;37,30;26;180;7;Oriente
593;GSM;BOG.Av Chile_3;Carrera 12 No. 71 - 53;4,657340000;4;39;26,42;-74,060360000;-74;3;37,30;26;280;7;Oriente
594;GSM;BOG.Av Chile_A;Carrera 12 No. 71 - 53;4,657340000;4;39;26,42;-74,060360000;-74;3;37,30;26;120;5;Oriente
595;GSM;BOG.Av Chile_B;Carrera 12 No. 71 - 53;4,657340000;4;39;26,42;-74,060360000;-74;3;37,30;26;180;4;Oriente
596;GSM;BOG.Av Chile_C;Carrera 12 No. 71 - 53;4,657340000;4;39;26,42;-74,060360000;-74;3;37,30;26;280;6;Oriente
601;GSM;BOG.Calle 129_1;Carrera 41 No. 130 - 33;4,717260000;4;43;2,14;-74,057600000;-74;3;27,36;20;350;6;Oriente
602;GSM;BOG.Calle 129_2;Carrera 41 No. 130 - 33;4,717260000;4;43;2,14;-74,057600000;-74;3;27,36;20;125;7;Oriente
603;GSM;BOG.Calle 129_3;Carrera 41 No. 130 - 33;4,717260000;4;43;2,14;-74,057600000;-74;3;27,36;20;230;5;Oriente
604;GSM;BOG.Calle 129_A;Carrera 41 No. 130 - 33;4,717260000;4;43;2,14;-74,057600000;-74;3;27,36;20;350;4;Oriente
605;GSM;BOG.Calle 129_B;Carrera 41 No. 130 - 33;4,717260000;4;43;2,14;-74,057600000;-74;3;27,36;20;125;4;Oriente
606;GSM;BOG.Calle 129_C;Carrera 41 No. 130 - 33;4,717260000;4;43;2,14;-74,057600000;-74;3;27,36;20;230;2;Oriente
611;GSM;BOG.Galan_1;Carrera 55 No. 2B - 49/51;4,618840000;4;37;7,82;-74,120100000;-74;7;12,36;35;40;11;Oriente
612;GSM;BOG.Galan_2;Carrera 55 No. 2B - 49/51;4,618840000;4;37;7,82;-74,120100000;-74;7;12,36;35;130;10;Oriente
613;GSM;BOG.Galan_3;Carrera 55 No. 2B - 49/51;4,618840000;4;37;7,82;-74,120100000;-74;7;12,36;35;190;11;Oriente
614;GSM;BOG.Galan_A;Carrera 55 No. 2B - 49/51;4,618840000;4;37;7,82;-74,120100000;-74;7;12,36;35;40;8;Oriente
615;GSM;BOG.Galan_B;Carrera 55 No. 2B - 49/51;4,618840000;4;37;7,82;-74,120100000;-74;7;12,36;35;130;8;Oriente
616;GSM;BOG.Galan_C;Carrera 55 No. 2B - 49/51;4,618840000;4;37;7,82;-74,120100000;-74;7;12,36;35;190;8;Oriente
621;GSM;BOG.Bosa-2_1;Carrera 89BisANo. 69C Sur;4,626270000;4;37;34,57;-74,198040000;-74;11;52,94;30;340;7;Oriente
622;GSM;BOG.Bosa-2_2;Carrera 89BisANo. 69C Sur;4,626270000;4;37;34,57;-74,198040000;-74;11;52,94;30;100;9;Oriente
623;GSM;BOG.Bosa-2_3;Carrera 89BisANo. 69C Sur;4,626270000;4;37;34,57;-74,198040000;-74;11;52,94;30;210;7;Oriente
